Plot,Clean Plot,True Genre,Predicted Genre
"Radha's (Hema Malini) life has been shattered due to the sudden death of her groom Ashok (Jeetendra) on her wedding night. This impacts too harshly on her mind as she refuses to believe that her to-be husband is no more and she still waits for his return. Later one day, a look-alike of her husband named Vijay (again Jeetendra) enters in the community as well as in her life. But Vijay is already married and also has a young daughter. Later, Vijay comes to know about Radha's tragedy and feels sorry for her. Also, he decides to spend some time with her so that she can regain her mental balance. Meanwhile, Radha starts believing that her husband has come back and now she can start a happy lifestyle along with him. Will Radha's happiness last forever? What complications will Radha's arrival bring into Vijay's married life?",radha hema malini life shattered due sudden death groom ashok jeetendra wedding night impacts too harshly mind refuses believe husband waits return day look alike husband named vijay jeetendra enters community well life vijay already married young daughter vijay know radha tragedy feels sorry decides spend time regain mental balance radha starts believing husband start happy lifestyle along radha happiness last forever complications radha arrival bring vijay married life,drama,romance
"Wong Low Get (Edward G. Robinson) is the most highly respected hatchet man of his Tong. Having sworn total allegiance, he cannot turn down an order, even one to kill his best friend Sun Yat Ming (J. Carrol Naish). His friend forgives him in advance of his execution, begging only that Wong raise his daughter Toya San (Loretta Young) as his own. Wong does as he has sworn, but as she grows up, he falls in love with her. She marries him out of a sense of obligation, but a handsome younger gangster, Harry En Hai (Leslie Fenton), gets her to leave Wong, disgracing him and leading to a shocking turn of events.",wong low edward g robinson most highly respected hatchet tong sworn total allegiance cannot turn order even kill best friend sun yat ming j carrol naish friend forgives advance execution begging wong raise daughter toya san loretta young wong sworn grows falls love marries sense obligation handsome younger gangster harry en hai leslie fenton leave wong disgracing leading shocking turn events,crime,drama
"Malati (Rati Agnihotri), a young girl from a middle-class family meets Suresh Ray (Mithun Chakraborty), who is the son of a well-known lawyer Dayashankar Ray (Danny Denzongpa). After dating each other for some time, she finds that she is pregnant. When Suresh refuses to marry Malati, and she decides against aborting the baby, her parents throw her out and disown her. Left alone, she decides to take Suresh to court. She is supported in this fight by Shakuntala (Rekha), a lawyer who works for woman's rights, who also has an illegitimate daughter from Dayashankar Ray. The case gets much publicity and public support, and the judge rules in Malati's favor. At this point however, Malati refuses to marry Suresh and decides to raise the child on her own. In the meantime, Shakuntala dies of a heart attack, and Malati promises her to take care of her daughter, and carry on Shakuntala's work. Years later Suresh and his wife (Ranjeeta), now married for some years and still childless, run into Malati again. It turns out that she has been raising her son all by herself, and he has turned out to be a very talented and well-adjusted young and smart boy.",malati rati agnihotri young girl middle class family meets suresh ray mithun chakraborty son well known lawyer dayashankar ray danny denzongpa dating each time pregnant suresh refuses marry malati decides against aborting baby parents throw disown left alone decides suresh court supported fight shakuntala rekha lawyer works woman rights illegitimate daughter dayashankar ray case much publicity public support judge rules malati favor point malati refuses marry suresh decides raise child meantime shakuntala dies heart attack malati promises care daughter carry shakuntala work years suresh wife ranjeeta married years childless run malati turns raising son herself turned very talented well adjusted young smart boy,drama,romance
"Avinash Saxena lives with his uncle and cousin, Vimal. His uncle passes away, leaving the estate to him, as he is aware that Vimal is a wastrel and alcoholic. Nevertheless, the two cousins get along quite well. When Avinash goes to visit one of his houses in the country side, he finds out that his servant, Ram Prasad, had let his bedroom to a young woman, Gloria, without his permission. After he meets Gloria both of them fall in love with each other and get married in a simple temple ceremony. They then return to the city, where Gloria, who is now Pooja, is introduced to Vimal. Then one night while returning home from a late night movie, the couple are attacked and Avinash is killed, leaving Pooja widowed and devastated. Then a few months later, Pooja is approached by a fortune-teller, Maya Gangadhami, who informs her that Avinash has been in touch with her and would like to console her as well as warn her that the man who killed him is also going to kill her also. Pooja ridicules this, and tells Vimal about this. What Pooja does not know is that Vimal himself was responsible for hiring the killer to kill Avinash so that he could inherit the estate and wealth as the sole surviving relative, and with no proof available of Pooja's marriage, all he has to do is arrange her death at the hands of the same killer.",avinash saxena lives uncle cousin vimal uncle passes leaving estate aware vimal wastrel alcoholic nevertheless cousins along quite well avinash visit houses country side servant ram prasad let bedroom young woman gloria without permission meets gloria fall love each married simple temple ceremony return city gloria pooja introduced vimal night returning home late night movie couple attacked avinash killed leaving pooja widowed devastated few months pooja approached fortune teller maya gangadhami informs avinash touch would like console well warn killed going kill pooja ridicules vimal pooja know vimal responsible hiring killer kill avinash could inherit estate wealth sole surviving relative proof available pooja marriage do arrange death hands same killer,drama,romance
"Howard Young is a coast guardsman who has been on shore duty for three years despite his efforts to be sent into action. His nearest approach to sea duty was on a harbor-moored life raft for 21 days as part of an experiment with a new type of vitamin gum for the government. He meets Christine Bradley, a SPAR, sent to take over his communications job and, by things he leaves unsaid, she thinks his life-raft experience was the result of a ship-wreck at sea.",howard young coast guardsman shore duty three years despite efforts sent action nearest approach sea duty harbor moored life raft days part experiment type vitamin gum government meets christine bradley spar sent communications job things leaves unsaid thinks life raft experience result ship wreck sea,action,drama
"Vijay (Shashi Kapoor) is an engineer, who is in love with a rich girl named Rekha (Mumtaz). Rekha's snobbish father disapproves because Vijay is not wealthy, and so he has arranged for her to be married to a son of an evil politician. The evil politician is played by Madan Puri. Rekha's father and the politician frame Vijay for a crime that he didn't commit, and he goes to jail. When he's in jail, he becomes friends with three other prisoners. All four men escape from jail. After Vijay reconnects with Rekha, they all go to a small village called Shantinagar and help save the village from the evil politician and the bandits that terrorize the town. The evil politician is arrested. Rekha's father feels remorse and accepts Vijay. Vijay and his three prisoner friends go back to jail. However, the film ends on an optimistic tone indicating that their good deeds will be rewarded (i.e. that their prison sentences will be shortened).",vijay shashi kapoor engineer love rich girl named rekha mumtaz rekha snobbish disapproves vijay wealthy arranged married son evil politician evil politician played madan puri rekha politician frame vijay crime did commit jail jail friends three prisoners four men escape jail vijay reconnects rekha small village called shantinagar save village evil politician bandits terrorize town evil politician arrested rekha feels remorse accepts vijay vijay three prisoner friends jail film ends optimistic tone indicating good deeds rewarded i e prison sentences shortened,drama,action
"The film opens with Danila Bagrov (Sergei Bodrov Jr.) appearing on a television show with his two friends from the army. It is immediately known, that unlike the prequel's subplot, where Danila was an HQ clerk, he was is in fact a combat veteran from the First Chechen war (which immediately explains his non-amateur performance and skill in the first film). All three comrades now live in Moscow, where Ilya Setevoy (Kirill Pirogov) is a professional programmer who works for the State Historical Museum on Red Square whilst Konstantin (Kostya) Gromov (Alexander Dyachenko) works in the security department for the Nikolayevsky Bank. Danila himself reveals his ambition to enrol in medicine at the university. After the program, the friends retire to an exclusive public bathhouse (the Sanduny) where Kostya reveals to his friends that his twin brother Dmitry is an ice hockey player for the Chicago Blackhawks and is being blackmailed by an American 'entrepreneur' Richard Mennis . According to Konstantin, his brother once played for his home club, the Kyiv Falcons before he was invited to play in the NHL and emigrated to the United States to play for the Chicago Black Hawks. Later he was signed by the Pittsburgh Penguins and from that moment he started to have trouble and difficulties with the Ukrainian mafia, who have been threatening and pressuring him. Dmitry (also portrayed by Alexander Dyachenko) was desperate and appealed to the local Chicago kingpin businessman Mennis (Gary Houston) for help and protection. Mennis took Dmitry under contract and granted him protection, but left Dmitry like an indenture servant. as all the proceeds are pocketed by Mennis. At the end Konstantin says that Mennis has come to Moscow to meet his employer, the owner of the Nikolayevsky Bank, Valentin Belkin (Sergey Makovetsky) to discuss a business proposal. Almost simultaneously in a different part of Russia, that same television program was being watched by Danila's brother Viktor Bagrov (Viktor Sukhorukov) and their mother. Seeing how her older son has turned into a drinking police sergeant, whilst her younger one is now on TV, she pleads with him to travel to Moscow and seek his brother there, as his life back home was bringing her little happiness. The irony of the scene is that in the first film it was exactly the opposite, where Viktor was the role model. After the bathhouse, Danila meets up and begins an affair with a Russian pop singer Irina Saltykova (playing herself), who he met at the TV station and crashed at her apartment in the elite Kotelnicheskaya Embankment building. The next morning Kostya approaches Belkin and pleads to remind Mennis about his brother. Belkin agrees, however Dmitry Gromov is of little concern to both as Belkin, being a Russian kingpin with money laundering partners, wishes to legalise their assets by investing in American companies, and needs Mennis's help to bypass standing law which prohibits foreign capital. The importance of the new friendship with Mennis prompts Belkin to remove Kostya altogether. That evening Danila stops at Kostya's apartment to discover his friend shot and sets out to avenge his friend. Knowing about his employer's lucrative deals, and Konstantin's desire to help his brother, there is little doubt who was behind the murder. After himself being briefly arrested and beating up some thugs in jail, Danila pairs up with Ilya to begin their revenge. First he clears out his apartment, where it turns out that only a small stash of money, that he carried from the first film remain. A visit to the black market results in a CD with personal information about Belkin. A visit to a local neo-nazi friend of Ilya's gets them armed with trophy guns and grenades from the Great Patriotic War. Based in the museum at the Red Square, they almost miss his brother, Viktor, who arrived in Moscow earlier that day. With his help, Ilya manages to quickly steal a car for the job. That day, a concert is held in an elite gimnasium, where Belkin's son Fedya is studying. Danila fools the security as latecomers, whilst Viktor distracts the other drivers/guards outside, making the impression that his boss i.e. Danilla is a very active member of the Russian underworld. Inside Danila arrives just to see Fedya being summoned to the stage where he reads a very patriotic poem, which deeply moves Danila. Intercepting him off-stage, he thanks him for the poem and introduces himself as his new teacher. With his cover in force, he approaches Belkin and invites him to the staffroom for a private conversation about the school's sponsor. One-on-one, at gunpoint he confronts him, and inquires about Kostya's murder. Belking reveals that it was not his doing, but under the pressure of Mennis, he talks of his illegal operations including smuggling of pornography and extortion. Afterwards he pleads for mercy, which Danilla grants, saying it would be a shame to leave such a kid with no father. After the run, the trio clear the museum, whilst Danilla gives Ilya his remaining money to purchase passports and tickets to Chicago. Upon Viktor's insistence they also take a Russian M1910 Maxim exponent. Belkin refuses to let Danila off, although it is revealed that Kostya's murder was unintentional, as he only wanted him sacked, however his stunt in the school now threatens his whole operation with Mennis. Belkin's thugs, reviewing the TV recording, first raid the museum, but arrive too late, issue orders to his contacts in the police to intercept the car, but Ilya's documents do not rouse any suspicion, when stopped by the traffic patrol. Danilla however decides to pass time with Saltykova, inadvertently bringing Viktor with him. Whilst Viktor tells Irina about this opinion on Russian pop music, Belkin's thugs find the stolen Volvo in a parking lot in front of the Kotelnicheskaya building. Saltykova's chauffeur Boris calls Danila and warns him, and the Bagrov brothers first ambush the mobsters and then lead them on a daring chase through central Moscow, into a closed ally, where Viktor makes a quick work of the cars with his Maxim gun. News of Bagrov's success enrages not only Belkin, but also his partners who begin having doubts in the security of their operation. Powerless, Belkin is forced to alert the Ukrainian mafia in Chicago, in case his thugs fail to intercept him in Moscow. To avoid capture, the brothers fly to America separately, and Viktor passes by Belkin's thugs without any suspicion in Moscow, and the Ukrainian thugs in Chicago. Danila instead lands in New York City where he travels to the Russian Jewish Brighton Beach community. There he buys a cheap beat-up car to travel to Chicago by road, but it breaks down just outside Pennsylvania. Stranded he is saved when a trucker Ben Johnson (Ray Toler) picks him up. Despite Danila's limited English, the two become close friends and on his way to Chicago, Ben shows Danila much about American life. Upon their arrival in Chicago, Ben offers Danila to pick up a prostitute, however the bald Marylin, turns out to be a Russian Dasha (Darya Urgens Lesnikova). Though not interested in sex, he gives her some money, but the charity is quickly snatched up by her Black American pimp. Back in Moscow, Belkin is still determined to catch Danila, however a background check revealed the bald man accompanying him (i.e. Viktor) is a professional assassin Tatarin and that he was on board the flight to Chicago. Paranoid, Belkin warns Manis and re-alerts the Ukrainian mafia in Chicago to find him. Simultaneously he dismisses his thug's suggestion to raid Saltykova, due to her fame, but instead commissions them to wire her phone. Foreseeing this, upon departure Danila created an alibi that he was travelling out of town for a few days and keeps deceiving Irina, and thus Belkin throughout the film. Viktor meanwhile arrives in the Ukrainian diaspora district in Chicago quickly begins to spend his money wisely (and gaining more by beating up a police officer), enjoying the American lifestyle, making tours of the city dressed as Al Capone. Danila sticks to the mission, and first attempts to meet up with Dmitry Gromov, but is unable to catch him. Nor are his attempts to rendezvous with Viktor successful as Viktor is too much enjoying his life. Badly needing a translator he decides to find Dasha and travels to the Black neighbourhood. Just before he can run away with her, he is savagely beaten by Dasha's pimp's henchmen. The Police let him go on the basis of recognizance and he gets revenge by tricking the same group who beat him up into selling him weapons, which he steals by subterfuge. Afterwards Dasha's pimp attempts to get even with her but is in turn killed by Danila, leaving Dasha no choice but to go with him. Finally Viktor and Danila meet up and the three enjoy an evening camp fire on the beach of Lake Michigan where they share their experiences and attitude towards American society. Dasha tells her story of how she came in the early 1990s as an exchange student, worked in escort service in New York before finally degrading into a street hooker. Viktor on the other hand is much too impressed with the power of money that drives America. Danila instead shows his patriotism, first offers Dasha to come back home with them, replying to her what will I do there? with the What have you achieved here? inferring to her social status. As for Viktor, Danila reminds him there are things that money can't buy. The philosophical discussion is broken by a homeless black man, who stumbles across them and is insulted when Danila called him a negr (not knowing that the word is an insult English). While waiting for fight to come, Dasha replies that she believes that the primal nature of black people drive fear into the white, which makes them ultimately stronger. However Danila's warning shot into the sand quickly forces the attackers to run. Afterwards, Danila begins to finally move in against Mennis, and first hits his front the Club Metro. Expecting Mennis to be there he sneaks a weapon into the toilet, and then during a Rock concert evening involving Bi-2 band he kills every member of Mennis's mafia he encounters in the basement. Mennis turns out to be absent. Viktor seeing he picked up the tail of the Ukrainian mafia decides to draw them away and kills their hitman but not before learning of the mafia's operations. The next morning Danila climbs 50 or so floors on a skyscraper's fire escape to reach Mennis's office. There he catches him in a game of chess, and killing his colleague, finally confronts him alone. As if continuing the debate on lakeside, in his monologue (in Russian) he asks the American if power really comes from money. Arguing that his brother (whose photo is lying next to the chess table) believes this theory, Danila instead thinks that power lies in the Truth. He (implying Mennis), being rich is not strong, as he took his money from someone else. Thus the tricked person is right, so he is stronger. In conclusion he demands that Mennis hand over all the money he took from Dmitry. Giving Dmitry his money, Danila sets off back home to Moscow, but unintentionally drives via the Ukrainian neighbourhood where he witnesses a police siege around the former headquarters of the Ukrainian mafia, where Viktor killed everyone inside. As he is dragged out handcuffed, Viktor shouts his intentions to stay in America. The film ends with Danila and Dasha taking off to Moscow. The final call to Irina, is not intercepted, as presumably, Belkin is also removed by his investors, who in an earlier scene, face to face told him, that the sum of money he set up in this operation is too much to be risked. Danilo and Dasha (Maralyn) Board the plane to Moscow. Dasha is told that she will never be able to enter the United States again, But she does not care signalling an intention she will never visit America again. The scene ends with the view from the plane - as it heads back to Russia.",film opens danila bagrov sergei bodrov jr appearing television show friends army immediately known unlike prequel subplot danila hq clerk fact combat veteran chechen war immediately explains non amateur performance skill film three comrades live moscow ilya setevoy kirill pirogov professional programmer works state historical museum red square whilst konstantin kostya gromov alexander dyachenko works security department nikolayevsky bank danila reveals ambition enrol medicine university program friends retire exclusive public bathhouse sanduny kostya reveals friends twin brother dmitry ice hockey player chicago blackhawks blackmailed american entrepreneur richard mennis according konstantin brother once played home club kyiv falcons invited play nhl emigrated united states play chicago black hawks signed pittsburgh penguins moment started trouble difficulties ukrainian mafia threatening pressuring dmitry portrayed alexander dyachenko desperate appealed local chicago kingpin businessman mennis gary houston protection mennis took dmitry under contract granted protection left dmitry like indenture servant proceeds pocketed mennis end konstantin says mennis moscow meet employer owner nikolayevsky bank valentin belkin sergey makovetsky discuss business proposal almost simultaneously different part russia same television program watched danila brother viktor bagrov viktor sukhorukov mother seeing how older son turned drinking police sergeant whilst younger tv pleads travel moscow seek brother life home bringing little happiness irony scene film exactly opposite viktor role model bathhouse danila meets affair russian pop singer irina saltykova playing herself met tv station crashed apartment elite kotelnicheskaya embankment building morning kostya approaches belkin pleads remind mennis brother belkin agrees dmitry gromov little concern belkin russian kingpin money laundering partners wishes legalise assets investing american companies needs mennis bypass standing law prohibits foreign capital importance friendship mennis prompts belkin remove kostya altogether evening danila stops kostya apartment discover friend shot sets avenge friend knowing employer lucrative deals konstantin desire brother little doubt behind murder briefly arrested beating thugs jail danila pairs ilya begin revenge clears apartment turns small stash money carried film remain visit black market results cd personal information belkin visit local neo nazi friend ilya armed trophy guns grenades great patriotic war based museum red square almost miss brother viktor arrived moscow earlier day ilya manages quickly steal car job day concert held elite gimnasium belkin son fedya studying danila fools security latecomers whilst viktor distracts drivers guards outside making impression boss i e danilla very active member russian underworld inside danila arrives see fedya summoned stage reads very patriotic poem deeply moves danila intercepting stage thanks poem introduces teacher cover force approaches belkin invites staffroom private conversation school sponsor gunpoint confronts inquires kostya murder belking reveals doing under pressure mennis talks illegal operations including smuggling pornography extortion afterwards pleads mercy danilla grants saying would shame leave such kid run trio clear museum whilst danilla gives ilya remaining money purchase passports tickets chicago upon viktor insistence russian m maxim exponent belkin refuses let danila although revealed kostya murder unintentional wanted sacked stunt school threatens whole operation mennis belkin thugs reviewing tv recording raid museum arrive too late issue orders contacts police intercept car ilya documents do rouse any suspicion stopped traffic patrol danilla decides pass time saltykova inadvertently bringing viktor whilst viktor irina opinion russian pop music belkin thugs find stolen volvo parking lot front kotelnicheskaya building saltykova chauffeur boris calls danila warns bagrov brothers ambush mobsters lead daring chase central moscow closed ally viktor makes quick work cars maxim gun news bagrov success enrages belkin partners begin doubts security operation powerless belkin forced alert ukrainian mafia chicago case thugs fail intercept moscow avoid capture brothers fly america separately viktor passes belkin thugs without any suspicion moscow ukrainian thugs chicago danila instead lands york city travels russian jewish brighton beach community buys cheap beat car travel chicago road breaks outside pennsylvania stranded saved trucker ben johnson ray toler picks despite danila limited english become close friends chicago ben shows danila much american life upon arrival chicago ben offers danila pick prostitute bald marylin turns russian dasha darya urgens lesnikova though interested sex gives money charity quickly snatched black american pimp moscow belkin determined catch danila background check revealed bald accompanying i e viktor professional assassin tatarin board flight chicago paranoid belkin warns manis re alerts ukrainian mafia chicago find simultaneously dismisses thug suggestion raid saltykova due fame instead commissions wire phone foreseeing upon departure danila created alibi travelling town few days keeps deceiving irina thus belkin throughout film viktor arrives ukrainian diaspora district chicago quickly spend money wisely gaining beating police officer enjoying american lifestyle making tours city dressed al capone danila sticks mission attempts meet dmitry gromov unable catch nor attempts rendezvous viktor successful viktor too much enjoying life badly needing translator decides find dasha travels black neighbourhood run savagely beaten dasha pimp henchmen police let basis recognizance revenge tricking same group beat selling weapons steals subterfuge afterwards dasha pimp attempts even turn killed danila leaving dasha choice finally viktor danila meet three enjoy evening camp fire beach lake michigan share experiences attitude towards american society dasha story how came early s exchange student worked escort service york finally degrading street hooker viktor hand much too impressed power money drives america danila instead shows patriotism offers dasha home replying i do you achieved here inferring social status viktor danila reminds things money buy philosophical discussion broken homeless black stumbles across insulted danila called negr knowing word insult english waiting fight dasha replies believes primal nature black people drive fear white makes ultimately stronger danila warning shot sand quickly forces attackers run afterwards danila finally move against mennis hits front club metro expecting mennis sneaks weapon toilet rock concert evening involving bi band kills every member mennis mafia encounters basement mennis turns absent viktor seeing picked tail ukrainian mafia decides draw kills hitman learning mafia operations morning danila climbs or floors skyscraper fire escape reach mennis office catches game chess killing colleague finally confronts alone continuing debate lakeside monologue russian american power really money arguing brother whose photo lying chess table believes theory danila instead thinks power lies truth implying mennis rich strong took money someone else thus tricked person right stronger conclusion demands mennis hand money took dmitry giving dmitry money danila sets home moscow unintentionally drives via ukrainian neighbourhood witnesses police siege around former headquarters ukrainian mafia viktor killed everyone inside dragged handcuffed viktor shouts intentions stay america film ends danila dasha taking moscow final call irina intercepted presumably belkin removed investors earlier scene face face told sum money set operation too much risked danilo dasha maralyn board plane moscow dasha told never able enter united states care signalling intention never visit america scene ends view plane heads russia,crime,action
"An astrologer shares a prediction with his Maharaja (Kamal Mehra) that in 18 years his daughter will marry a lower caste man who will push him from the throne. The frightened ruler immediately orders that all newborn lower caste male children be killed. But one boy's mother places her infant son into a basket, and floats him down the river. A royal maid (Praveen Paul) finds the child and saves him and raises him within the royal court. Over the next 18 years the boy grows to become the adult Amar (Dara Singh). He soon falls in love with the Maharaja's daughter (Mumtaz) and is appointed head of the Royal Site since the Maharajah believes him to be of noble birth. The scheming Prime Minister has his own designs on the princess, and it is not long before he orchestrates Amar's falling out of favor.",astrologer shares prediction maharaja kamal mehra years daughter marry lower caste push throne frightened ruler immediately orders newborn lower caste male children killed boy mother places infant son basket floats river royal maid praveen paul child saves raises within royal court years boy grows become adult amar dara singh falls love maharaja daughter mumtaz appointed head royal site since maharajah believes noble birth scheming prime minister designs princess long orchestrates amar falling favor,action,drama
"A former nude model and prostitute, Ruth is manageress of a London drinking club frequented by racing drivers, living in a flat above with her illegitimate son Andy. Another child is in the custody of her estranged husband's family. In the club she meets David, an immature young man from a well-off family who wants to succeed in motor racing but suffers from lack of money and overuse of alcohol. Ruth falls for his looks and charm, but it is a doomed relationship. Without a job he cannot afford to marry her and his family would never accept her. When he makes a drunken scene in the club, she is fired and made homeless. A wealthy admirer secures a flat for her and her son but she still sees David. When she tells him she is pregnant, he does nothing about it and she miscarries. Distraught, she goes to a house in Hampstead where she believes David is at a party. He comes out and goes with a girl to a pub. Ruth waits outside the pub and, when he emerges, kills him with four shots. She is arrested, tried and hanged.",former nude model prostitute ruth manageress london drinking club frequented racing drivers living flat above illegitimate son andy child custody estranged husband family club meets david immature young well family wants succeed motor racing suffers lack money overuse alcohol ruth falls looks charm doomed relationship without job cannot afford marry family would never accept makes drunken scene club fired made homeless wealthy admirer secures flat son sees david pregnant nothing miscarries distraught hampstead believes david party girl pub ruth waits outside pub emerges kills four shots arrested tried hanged,crime,drama
"The film is set in the end-times, or The Great Tribulation, after the rapture, when the earth has been taken over, and the mark of the Beast - an implant in the right hand or forehead - is being imposed on everyone worldwide. Those who take the mark become part of 'The Community', those who refuse are imprisoned and after three weeks are beheaded. Two non-Christian renegades (Kevin Downes and David A. R. White) steal a car for a friend who has also refused the mark. When they arrive at his place they find that he changed his mind and took the mark and feels so much happier. The two are then captured by police and taken to prison. Smuggler Tom Newman (Jeffrey Dean Morgan) is also captured by a police unit led by Jessica Newman (Amy Moon), his ex-wife who took the mark. He is tortured until he agrees to infiltrate a Christian group in the prison in order to kill Elijah Cohen, a Christian leader who remains at large. Jessica warns him if he tries to escape, he will be captured and turned over to Preston Scott (Brad Heller), to be tortured. All three of them meet in prison and decide to try and escape, to a place called Prodigal City, a safe haven. Brody and Tom do not like this city and try to leave. Preston Scott meets up with them, and the two men are tortured. Tom refuses the mark and is beheaded, but Brody accepts, and claims, It was the wrong choice.",film set end times or great tribulation rapture earth taken mark beast implant right hand or forehead imposed everyone worldwide those mark become part community those refuse imprisoned three weeks beheaded non christian renegades kevin downes david r white steal car friend refused mark arrive place find changed mind took mark feels much happier captured police taken prison smuggler tom newman jeffrey dean morgan captured police unit led jessica newman amy moon ex wife took mark tortured until agrees infiltrate christian group prison order kill elijah cohen christian leader remains large jessica warns escape captured turned preston scott brad heller tortured three meet prison decide try escape place called prodigal city safe haven brody tom do like city try leave preston scott meets men tortured tom refuses mark beheaded brody accepts claims wrong choice,action,horror
"This film involves a young, beautiful 16-year-old girl, Mehna, filled with ambitions of becoming a teacher. She is an attractive, intelligent woman living in a small community and experiences great love when sees the new vet who has come to visit. Many are impressed by this charming young fellow who has entered the village. He seems to be a wealthy, prosperous man and soon develops a relationship with Mehna. Mehna, who is deep in love, sacrifices her opportunity to study in the teaching college course to spend time with him. Little does she know, that he has not yet revealed his true colours when he leaves her and retires from the village when she refuses to commit to him. Sri Devi's distant cousin played by Amol Palekar is mentally retarded, and because he is lame, he is taken advantage of and isolated by the society. He is secretly in love with Mehna, and when he sees her in love with the vet, he is jealous and upset. After being shunned by the vet, Mehna has a new perspective on life and begins to accept Amol Palekar's character, encouraging him to defend himself against those who constantly mock him. But when an evil, rowdy, villager, played by Kulbhushan Kharbanda, attempts to rape Mehna, Palekar's character kills him by throwing a brick at his head. Palekar's character is arrested for murder, and the film concludes with Sridevi waiting at a train station for his return. Her life is impacted by all three men in different ways.",film involves young beautiful year old girl mehna filled ambitions becoming teacher attractive intelligent woman living small community experiences great love sees vet visit many impressed charming young fellow entered village seems wealthy prosperous develops relationship mehna mehna deep love sacrifices opportunity study teaching college course spend time little know yet revealed true colours leaves retires village refuses commit sri devi distant cousin played amol palekar mentally retarded lame taken advantage isolated society secretly love mehna sees love vet jealous upset shunned vet mehna perspective life accept amol palekar character encouraging defend against those constantly mock evil rowdy villager played kulbhushan kharbanda attempts rape mehna palekar character kills throwing brick head palekar character arrested murder film concludes sridevi waiting train station return life impacted three men different ways,romance,drama
"The film is a fantastical journey through the looking-glass of history into the darkest recesses of the mind of Adolf Hitler. In a dreamlike subterranean environment removed from historical time, Adolf Hitler (Norman Rodway) confronts the demons of his own psyche. As he dictates his memoirs, Hitler encounters apparitions of his confidant, Joseph Goebbels (Joel Grey), his enigmatic mistress, Eva Braun (Camilla Soeberg), Hermann Göring (Glenn Shadix), Sigmund Freud (Peter Michael Goetz) and the mysterious Woman in Black (Hope Allen). Through haunting images, Hitler's stream-of-consciousness soliloquies and exchanges with his phantom guests, The Empty Mirror presents a frightening primer on genius and psychosis, domination and destruction. The action unfolds amidst a streaming flow of archival film footage intercut with images from Leni Riefenstahl's masterpiece of Nazi propaganda, Triumph of the Will, as well as private home movies shot by Eva Braun.",film fantastical journey looking glass history darkest recesses mind adolf hitler dreamlike subterranean environment removed historical time adolf hitler norman rodway confronts demons psyche dictates memoirs hitler encounters apparitions confidant joseph goebbels joel grey enigmatic mistress eva braun camilla soeberg hermann g ring glenn shadix sigmund freud peter michael goetz mysterious woman black hope allen haunting images hitler stream consciousness soliloquies exchanges phantom guests empty mirror presents frightening primer genius psychosis domination destruction action unfolds amidst streaming flow archival film footage intercut images leni riefenstahl masterpiece nazi propaganda triumph well private home movies shot eva braun,drama,horror
"The story covers seven generations of a family, from the beginning of the Tokugawa shogunate at the start of the 17th century to the early 1960s, and the extremes various members went to out of complete devotion and unswerving loyalty to lord, country or company.",story covers seven generations family beginning tokugawa shogunate start th century early s extremes various members went complete devotion unswerving loyalty lord country or company,action,drama
